case_id,resource,activity,start_time,end_time
94,unified_resource,Appraise property,2023-02-17T08:21:21.772,2023-02-17T08:24:26.642
95,unified_resource,Design loan offer,2023-02-17T08:07:13.976,2023-02-17T08:29:37.504
94,unified_resource,AML check,2023-02-17T08:21:21.772,2023-02-17T08:30:49.699
92,unified_resource,Assess loan risk,2023-02-17T08:12:24.087,2023-02-17T08:32:24.087
97,unified_resource,Check application form completeness,2023-02-17T08:30:00.000,2023-02-17T08:35:45.201
93,unified_resource,Assess loan risk,2023-02-17T08:16:31.997,2023-02-17T08:36:31.997
92,unified_resource,Design loan offer,2023-02-17T08:32:24.087,2023-02-17T08:40:08.093
97,unified_resource,Return application back to applicant,2023-02-17T08:35:45.201,2023-02-17T08:40:45.201
96,unified_resource,AML check,2023-02-17T08:02:29.214,2023-02-17T08:44:20.531
96,unified_resource,Appraise property,2023-02-17T08:02:29.214,2023-02-17T08:47:26.447
95,unified_resource,Approve loan offer,2023-02-17T08:29:37.504,2023-02-17T08:49:37.504
95,unified_resource,Approve application,2023-02-17T08:49:37.504,2023-02-17T08:54:37.504
92,unified_resource,Approve loan offer,2023-02-17T08:40:08.093,2023-02-17T09:00:08.093
93,unified_resource,Design loan offer,2023-02-17T08:36:31.997,2023-02-17T09:00:33.835
92,unified_resource,Cancel application,2023-02-17T09:00:08.093,2023-02-17T09:05:08.093
96,unified_resource,Assess loan risk,2023-02-17T08:47:26.447,2023-02-17T09:07:26.447
98,unified_resource,Check application form completeness,2023-02-17T09:00:00.000,2023-02-17T09:10:53.909
98,unified_resource,Appraise property,2023-02-17T09:10:53.909,2023-02-17T09:18:25.749
93,unified_resource,Approve loan offer,2023-02-17T09:00:33.835,2023-02-17T09:20:33.835
93,unified_resource,Cancel application,2023-02-17T09:20:33.835,2023-02-17T09:25:33.835
96,unified_resource,Design loan offer,2023-02-17T09:07:26.447,2023-02-17T09:29:24.732
99,unified_resource,Check application form completeness,2023-02-17T09:30:00.000,2023-02-17T09:32:27.676
98,unified_resource,AML check,2023-02-17T09:10:53.909,2023-02-17T09:33:09.546
94,unified_resource,Check credit history,2023-02-17T08:21:21.772,2023-02-17T09:33:54.938
98,unified_resource,Check credit history,2023-02-17T09:10:53.909,2023-02-17T09:34:31.967
99,unified_resource,Appraise property,2023-02-17T09:32:27.676,2023-02-17T09:34:53.556
97,unified_resource,Applicant completes form,2023-02-17T08:40:45.201,2023-02-17T09:40:45.201
96,unified_resource,Approve loan offer,2023-02-17T09:29:24.732,2023-02-17T09:49:24.732
94,unified_resource,Assess loan risk,2023-02-17T09:33:54.938,2023-02-17T09:53:54.938
96,unified_resource,Cancel application,2023-02-17T09:49:24.732,2023-02-17T09:54:24.732
98,unified_resource,Assess loan risk,2023-02-17T09:34:31.967,2023-02-17T09:54:31.967
94,unified_resource,Reject application,2023-02-17T09:53:54.938,2023-02-17T10:03:54.938
98,unified_resource,Reject application,2023-02-17T09:54:31.967,2023-02-17T10:04:31.967
100,unified_resource,Check application form completeness,2023-02-17T10:00:00.000,2023-02-17T10:14:42.004
99,unified_resource,AML check,2023-02-17T09:32:27.676,2023-02-17T10:15:53.445
97,unified_resource,Check application form completeness,2023-02-17T09:40:45.201,2023-02-17T10:19:55.149
97,unified_resource,Return application back to applicant,2023-02-17T10:19:55.149,2023-02-17T10:24:55.149
100,unified_resource,Check credit history,2023-02-17T10:14:42.004,2023-02-17T10:28:25.390
101,unified_resource,Check application form completeness,2023-02-17T10:30:00.000,2023-02-17T10:43:51.296
101,unified_resource,Return application back to applicant,2023-02-17T10:43:51.296,2023-02-17T10:48:51.296
99,unified_resource,Check credit history,2023-02-17T09:32:27.676,2023-02-17T11:04:26.355
102,unified_resource,Check application form completeness,2023-02-17T11:00:00.000,2023-02-17T11:05:21.175
102,unified_resource,AML check,2023-02-17T11:05:21.175,2023-02-17T11:14:20.258
102,unified_resource,Appraise property,2023-02-17T11:05:21.175,2023-02-17T11:16:47.744
99,unified_resource,Assess loan risk,2023-02-17T11:04:26.355,2023-02-17T11:24:26.355
97,unified_resource,Applicant completes form,2023-02-17T10:24:55.149,2023-02-17T11:24:55.149
97,unified_resource,Check application form completeness,2023-02-17T11:24:55.149,2023-02-17T11:26:11.210
102,unified_resource,Check credit history,2023-02-17T11:05:21.175,2023-02-17T11:30:00.406
100,unified_resource,Appraise property,2023-02-17T10:14:42.004,2023-02-17T11:32:04.498
99,unified_resource,Reject application,2023-02-17T11:24:26.355,2023-02-17T11:34:26.355
97,unified_resource,Check credit history,2023-02-17T11:26:11.210,2023-02-17T11:42:43.645
102,unified_resource,Assess loan risk,2023-02-17T11:30:00.406,2023-02-17T11:50:00.406
97,unified_resource,AML check,2023-02-17T11:26:11.210,2023-02-17T11:54:40.418
103,unified_resource,Check application form completeness,2023-02-17T11:30:00.000,2023-02-17T12:01:33.765
104,unified_resource,Check application form completeness,2023-02-17T12:00:00.000,2023-02-17T12:01:52.965
104,unified_resource,Check credit history,2023-02-17T12:01:52.965,2023-02-17T12:05:03.288
100,unified_resource,AML check,2023-02-17T10:14:42.004,2023-02-17T12:13:42.570
102,unified_resource,Design loan offer,2023-02-17T11:50:00.406,2023-02-17T12:17:57.914
104,unified_resource,AML check,2023-02-17T12:13:42.570,2023-02-17T12:18:55.372
101,unified_resource,Applicant completes form,2023-02-17T11:24:55.149,2023-02-17T12:24:55.149
100,unified_resource,Assess loan risk,2023-02-17T12:13:42.570,2023-02-17T12:33:42.570
105,unified_resource,Check application form completeness,2023-02-17T12:30:00.000,2023-02-17T12:33:53.934
102,unified_resource,Approve loan offer,2023-02-17T12:17:57.914,2023-02-17T12:37:57.914
103,unified_resource,Check credit history,2023-02-17T12:01:33.765,2023-02-17T12:40:53.067
102,unified_resource,Cancel application,2023-02-17T12:37:57.914,2023-02-17T12:42:57.914
100,unified_resource,Reject application,2023-02-17T12:33:42.570,2023-02-17T12:43:42.570
105,unified_resource,Check credit history,2023-02-17T12:33:53.934,2023-02-17T12:58:46.576
105,unified_resource,AML check,2023-02-17T12:33:53.934,2023-02-17T13:01:21.925
103,unified_resource,Appraise property,2023-02-17T12:01:33.765,2023-02-17T13:13:44.735
103,unified_resource,AML check,2023-02-17T12:01:33.765,2023-02-17T13:13:45.185
106,unified_resource,Check application form completeness,2023-02-17T13:00:00.000,2023-02-17T13:25:09.968
104,unified_resource,Appraise property,2023-02-17T13:13:44.735,2023-02-17T13:26:01.394
103,unified_resource,Assess loan risk,2023-02-17T13:13:45.185,2023-02-17T13:33:45.185
97,unified_resource,Appraise property,2023-02-17T11:26:11.210,2023-02-17T13:35:07.432
103,unified_resource,Design loan offer,2023-02-17T13:33:45.185,2023-02-17T13:35:45.735
104,unified_resource,Assess loan risk,2023-02-17T13:26:01.394,2023-02-17T13:46:01.394
104,unified_resource,Design loan offer,2023-02-17T13:46:01.394,2023-02-17T13:46:05.938
107,unified_resource,Check application form completeness,2023-02-17T13:30:00.000,2023-02-17T13:48:34.255
106,unified_resource,Appraise property,2023-02-17T13:35:07.432,2023-02-17T13:49:09.576
97,unified_resource,Assess loan risk,2023-02-17T13:35:07.432,2023-02-17T13:55:07.432
103,unified_resource,Approve loan offer,2023-02-17T13:35:45.735,2023-02-17T13:55:45.735
106,unified_resource,Check credit history,2023-02-17T13:25:09.968,2023-02-17T13:56:34.023
103,unified_resource,Cancel application,2023-02-17T13:55:45.735,2023-02-17T14:00:45.735
108,unified_resource,Check application form completeness,2023-02-17T14:00:00.000,2023-02-17T14:01:58.539
105,unified_resource,Appraise property,2023-02-17T13:26:01.394,2023-02-17T14:02:28.411
106,unified_resource,AML check,2023-02-17T13:25:09.968,2023-02-17T14:02:29.292
97,unified_resource,Reject application,2023-02-17T13:55:07.432,2023-02-17T14:05:07.432
104,unified_resource,Approve loan offer,2023-02-17T13:46:05.938,2023-02-17T14:06:05.938
107,unified_resource,Appraise property,2023-02-17T13:49:09.576,2023-02-17T14:07:47.482
107,unified_resource,AML check,2023-02-17T13:48:34.255,2023-02-17T14:09:37.386
107,unified_resource,Check credit history,2023-02-17T13:48:34.255,2023-02-17T14:10:55.352
104,unified_resource,Cancel application,2023-02-17T14:06:05.938,2023-02-17T14:11:05.938
108,unified_resource,AML check,2023-02-17T14:02:29.292,2023-02-17T14:20:15.135
101,unified_resource,Check application form completeness,2023-02-17T12:24:55.149,2023-02-17T14:21:05.001
101,unified_resource,AML check,2023-02-17T14:21:05.001,2023-02-17T14:21:31.452
105,unified_resource,Assess loan risk,2023-02-17T14:02:28.411,2023-02-17T14:22:28.411
106,unified_resource,Assess loan risk,2023-02-17T14:02:29.292,2023-02-17T14:22:29.292
108,unified_resource,Appraise property,2023-02-17T14:02:28.411,2023-02-17T14:24:13.725
101,unified_resource,Appraise property,2023-02-17T14:21:05.001,2023-02-17T14:26:46.256
107,unified_resource,Assess loan risk,2023-02-17T14:10:55.352,2023-02-17T14:30:55.352
106,unified_resource,Design loan offer,2023-02-17T14:22:29.292,2023-02-17T14:31:40.556
109,unified_resource,Check application form completeness,2023-02-17T14:30:00.000,2023-02-17T14:32:41.148
101,unified_resource,Check credit history,2023-02-17T14:21:05.001,2023-02-17T14:32:57.490
109,unified_resource,Check credit history,2023-02-17T14:32:41.148,2023-02-17T14:33:26.263
108,unified_resource,Check credit history,2023-02-17T14:01:58.539,2023-02-17T14:34:49.012
107,unified_resource,Reject application,2023-02-17T14:30:55.352,2023-02-17T14:40:55.352
109,unified_resource,Appraise property,2023-02-17T14:32:41.148,2023-02-17T14:42:00.986
109,unified_resource,AML check,2023-02-17T14:32:41.148,2023-02-17T14:49:01.999
106,unified_resource,Approve loan offer,2023-02-17T14:31:40.556,2023-02-17T14:51:40.556
101,unified_resource,Assess loan risk,2023-02-17T14:32:57.490,2023-02-17T14:52:57.490
108,unified_resource,Assess loan risk,2023-02-17T14:34:49.012,2023-02-17T14:54:49.012
106,unified_resource,Approve application,2023-02-17T14:51:40.556,2023-02-17T14:56:40.556
108,unified_resource,Design loan offer,2023-02-17T14:54:49.012,2023-02-17T14:58:17.283
101,unified_resource,Reject application,2023-02-17T14:52:57.490,2023-02-20T07:02:57.490
109,unified_resource,Assess loan risk,2023-02-17T14:49:01.999,2023-02-20T07:09:01.999
110,unified_resource,Check application form completeness,2023-02-17T15:00:00.000,2023-02-20T07:13:33.826
110,unified_resource,AML check,2023-02-20T07:13:33.826,2023-02-20T07:13:44.011
108,unified_resource,Approve loan offer,2023-02-17T14:58:17.283,2023-02-20T07:18:17.283
109,unified_resource,Design loan offer,2023-02-20T07:09:01.999,2023-02-20T07:19:08.079
105,unified_resource,Design loan offer,2023-02-17T14:22:28.411,2023-02-20T07:22:47.531
108,unified_resource,Cancel application,2023-02-20T07:18:17.283,2023-02-20T07:23:17.283
110,unified_resource,Check credit history,2023-02-20T07:13:33.826,2023-02-20T07:25:08.853
109,unified_resource,Approve loan offer,2023-02-20T07:19:08.079,2023-02-20T07:39:08.079
105,unified_resource,Approve loan offer,2023-02-20T07:22:47.531,2023-02-20T07:42:47.531
109,unified_resource,Cancel application,2023-02-20T07:39:08.079,2023-02-20T07:44:08.079
105,unified_resource,Approve application,2023-02-20T07:42:47.531,2023-02-20T07:47:47.531
111,unified_resource,Check application form completeness,2023-02-20T07:30:00.000,2023-02-20T07:51:59.356
110,unified_resource,Appraise property,2023-02-20T07:13:33.826,2023-02-20T07:58:17.213
112,unified_resource,Check application form completeness,2023-02-20T08:00:00.000,2023-02-20T08:07:52.463
111,unified_resource,AML check,2023-02-20T07:51:59.356,2023-02-20T08:15:15.391
110,unified_resource,Assess loan risk,2023-02-20T07:58:17.213,2023-02-20T08:18:17.213
110,unified_resource,Reject application,2023-02-20T08:18:17.213,2023-02-20T08:28:17.213
113,unified_resource,Check application form completeness,2023-02-20T08:30:00.000,2023-02-20T08:30:04.037
112,unified_resource,Appraise property,2023-02-20T08:07:52.463,2023-02-20T08:48:58.064
113,unified_resource,AML check,2023-02-20T08:30:04.037,2023-02-20T08:54:06.658
112,unified_resource,Check credit history,2023-02-20T08:07:52.463,2023-02-20T08:54:10.098
114,unified_resource,Check application form completeness,2023-02-20T09:00:00.000,2023-02-20T09:00:49.983
114,unified_resource,Return application back to applicant,2023-02-20T09:00:49.983,2023-02-20T09:05:49.983
113,unified_resource,Check credit history,2023-02-20T08:30:04.037,2023-02-20T09:10:50.916
113,unified_resource,Appraise property,2023-02-20T08:48:58.064,2023-02-20T09:20:30.460
112,unified_resource,AML check,2023-02-20T08:07:52.463,2023-02-20T09:27:48.943
115,unified_resource,Check application form completeness,2023-02-20T09:30:00.000,2023-02-20T09:35:39.098
113,unified_resource,Assess loan risk,2023-02-20T09:20:30.460,2023-02-20T09:40:30.460
115,unified_resource,AML check,2023-02-20T09:35:39.098,2023-02-20T09:43:19.066
115,unified_resource,Appraise property,2023-02-20T09:35:39.098,2023-02-20T09:44:53.502
112,unified_resource,Assess loan risk,2023-02-20T09:27:48.943,2023-02-20T09:47:48.943
113,unified_resource,Reject application,2023-02-20T09:40:30.460,2023-02-20T09:50:30.460
111,unified_resource,Check credit history,2023-02-20T07:51:59.356,2023-02-20T09:50:55.655
112,unified_resource,Reject application,2023-02-20T09:47:48.943,2023-02-20T09:57:48.943
115,unified_resource,Check credit history,2023-02-20T09:35:39.098,2023-02-20T09:59:45.686
111,unified_resource,Appraise property,2023-02-20T07:51:59.356,2023-02-20T10:01:05.108
114,unified_resource,Applicant completes form,2023-02-20T09:05:49.983,2023-02-20T10:05:49.983
114,unified_resource,Check application form completeness,2023-02-20T10:05:49.983,2023-02-20T10:08:20.041
116,unified_resource,Check application form completeness,2023-02-20T10:00:00.000,2023-02-20T10:08:47.187
116,unified_resource,Return application back to applicant,2023-02-20T10:08:47.187,2023-02-20T10:13:47.187
114,unified_resource,Check credit history,2023-02-20T10:08:20.041,2023-02-20T10:14:52.216
115,unified_resource,Assess loan risk,2023-02-20T09:59:45.686,2023-02-20T10:19:45.686
111,unified_resource,Assess loan risk,2023-02-20T10:01:05.108,2023-02-20T10:21:05.108
114,unified_resource,Appraise property,2023-02-20T10:08:20.041,2023-02-20T10:27:08.714
111,unified_resource,Design loan offer,2023-02-20T10:21:05.108,2023-02-20T10:28:22.984
115,unified_resource,Reject application,2023-02-20T10:19:45.686,2023-02-20T10:29:45.686
111,unified_resource,Approve loan offer,2023-02-20T10:28:22.984,2023-02-20T10:48:22.984
111,unified_resource,Cancel application,2023-02-20T10:48:22.984,2023-02-20T10:53:22.984
117,unified_resource,Check application form completeness,2023-02-20T10:30:00.000,2023-02-20T11:00:27.038
117,unified_resource,Return application back to applicant,2023-02-20T11:00:27.038,2023-02-20T11:05:27.038
116,unified_resource,Applicant completes form,2023-02-20T10:13:47.187,2023-02-20T11:13:47.187
116,unified_resource,Check application form completeness,2023-02-20T11:13:47.187,2023-02-20T11:21:48.557
118,unified_resource,Check application form completeness,2023-02-20T11:00:00.000,2023-02-20T11:24:13.566
118,unified_resource,Check credit history,2023-02-20T11:24:13.566,2023-02-20T11:24:47.090
118,unified_resource,Appraise property,2023-02-20T11:24:13.566,2023-02-20T11:33:40.041
116,unified_resource,Check credit history,2023-02-20T11:21:48.557,2023-02-20T11:36:31.668
119,unified_resource,Check application form completeness,2023-02-20T11:30:00.000,2023-02-20T11:36:42.445
116,unified_resource,AML check,2023-02-20T11:21:48.557,2023-02-20T11:39:56.530
116,unified_resource,Appraise property,2023-02-20T11:21:48.557,2023-02-20T11:49:30.933
114,unified_resource,AML check,2023-02-20T10:08:20.041,2023-02-20T12:03:54.399
116,unified_resource,Assess loan risk,2023-02-20T11:49:30.933,2023-02-20T12:09:30.933
119,unified_resource,AML check,2023-02-20T12:03:54.399,2023-02-20T12:13:07.869
117,unified_resource,Applicant completes form,2023-02-20T11:13:47.187,2023-02-20T12:13:47.187
120,unified_resource,Check application form completeness,2023-02-20T12:00:00.000,2023-02-20T12:16:42.909
120,unified_resource,AML check,2023-02-20T12:16:42.909,2023-02-20T12:17:57.353
116,unified_resource,Reject application,2023-02-20T12:09:30.933,2023-02-20T12:19:30.933
120,unified_resource,Appraise property,2023-02-20T12:16:42.909,2023-02-20T12:23:09.175
114,unified_resource,Assess loan risk,2023-02-20T12:03:54.399,2023-02-20T12:23:54.399
119,unified_resource,Appraise property,2023-02-20T11:36:42.445,2023-02-20T12:23:56.686
114,unified_resource,Reject application,2023-02-20T12:23:54.399,2023-02-20T12:33:54.399
117,unified_resource,Check application form completeness,2023-02-20T12:13:47.187,2023-02-20T12:35:28.763
117,unified_resource,Check credit history,2023-02-20T12:35:28.763,2023-02-20T12:36:04.102
120,unified_resource,Check credit history,2023-02-20T12:16:42.909,2023-02-20T12:36:27.676
118,unified_resource,AML check,2023-02-20T11:39:56.530,2023-02-20T12:37:50.659
121,unified_resource,Check application form completeness,2023-02-20T12:30:00.000,2023-02-20T12:39:09.200
117,unified_resource,Appraise property,2023-02-20T12:35:28.763,2023-02-20T12:39:54.387
121,unified_resource,Appraise property,2023-02-20T12:39:09.200,2023-02-20T12:43:29.100
117,unified_resource,AML check,2023-02-20T12:35:28.763,2023-02-20T12:48:48.912
121,unified_resource,AML check,2023-02-20T12:39:09.200,2023-02-20T12:50:00.393
119,unified_resource,Check credit history,2023-02-20T11:36:42.445,2023-02-20T12:54:42.526
120,unified_resource,Assess loan risk,2023-02-20T12:36:27.676,2023-02-20T12:56:27.676
118,unified_resource,Assess loan risk,2023-02-20T12:37:50.659,2023-02-20T12:57:50.659
120,unified_resource,Reject application,2023-02-20T12:56:27.676,2023-02-20T13:06:27.676
117,unified_resource,Assess loan risk,2023-02-20T12:48:48.912,2023-02-20T13:08:48.912
119,unified_resource,Assess loan risk,2023-02-20T12:54:42.526,2023-02-20T13:14:42.526
117,unified_resource,Design loan offer,2023-02-20T13:08:48.912,2023-02-20T13:21:56.332
118,unified_resource,Design loan offer,2023-02-20T12:57:50.659,2023-02-20T13:23:37.251
119,unified_resource,Reject application,2023-02-20T13:14:42.526,2023-02-20T13:24:42.526
122,unified_resource,Check application form completeness,2023-02-20T13:00:00.000,2023-02-20T13:27:39.109
122,unified_resource,Check credit history,2023-02-20T13:27:39.109,2023-02-20T13:27:57.890
123,unified_resource,Check application form completeness,2023-02-20T13:30:00.000,2023-02-20T13:32:42.133
123,unified_resource,Return application back to applicant,2023-02-20T13:32:42.133,2023-02-20T13:37:42.133
117,unified_resource,Approve loan offer,2023-02-20T13:21:56.332,2023-02-20T13:41:56.332
118,unified_resource,Approve loan offer,2023-02-20T13:23:37.251,2023-02-20T13:43:37.251
117,unified_resource,Approve application,2023-02-20T13:41:56.332,2023-02-20T13:46:56.332
118,unified_resource,Cancel application,2023-02-20T13:43:37.251,2023-02-20T13:48:37.251
121,unified_resource,Check credit history,2023-02-20T12:39:09.200,2023-02-20T14:09:56.560
124,unified_resource,Check application form completeness,2023-02-20T14:00:00.000,2023-02-20T14:17:37.771
122,unified_resource,Appraise property,2023-02-20T13:27:39.109,2023-02-20T14:29:10.858
121,unified_resource,Assess loan risk,2023-02-20T14:09:56.560,2023-02-20T14:29:56.560
125,unified_resource,Check application form completeness,2023-02-20T14:30:00.000,2023-02-20T14:33:10.713
121,unified_resource,Design loan offer,2023-02-20T14:29:56.560,2023-02-20T14:33:19.888
123,unified_resource,Applicant completes form,2023-02-20T13:37:42.133,2023-02-20T14:37:42.133
124,unified_resource,Appraise property,2023-02-20T14:17:37.771,2023-02-20T14:49:01.546
123,unified_resource,Check application form completeness,2023-02-20T14:37:42.133,2023-02-20T14:52:08.958
121,unified_resource,Approve loan offer,2023-02-20T14:33:19.888,2023-02-20T14:53:19.888
124,unified_resource,AML check,2023-02-20T14:17:37.771,2023-02-20T14:56:16.403
123,unified_resource,Check credit history,2023-02-20T14:52:08.958,2023-02-20T14:57:21.607
121,unified_resource,Approve application,2023-02-20T14:53:19.888,2023-02-20T14:58:19.888
125,unified_resource,Appraise property,2023-02-20T14:33:10.713,2023-02-21T07:01:27.645
126,unified_resource,Check application form completeness,2023-02-20T15:00:00.000,2023-02-21T07:01:32.146
123,unified_resource,AML check,2023-02-20T14:56:16.403,2023-02-21T07:02:55.445
124,unified_resource,Check credit history,2023-02-20T14:17:37.771,2023-02-21T07:03:16.162
125,unified_resource,Check credit history,2023-02-20T14:33:10.713,2023-02-21T07:05:48.640
126,unified_resource,Check credit history,2023-02-21T07:01:32.146,2023-02-21T07:20:15.895
122,unified_resource,AML check,2023-02-20T13:27:39.109,2023-02-21T07:21:53.607
124,unified_resource,Assess loan risk,2023-02-21T07:03:16.162,2023-02-21T07:23:16.162
123,unified_resource,Appraise property,2023-02-20T14:52:08.958,2023-02-21T07:24:01.069
126,unified_resource,Appraise property,2023-02-21T07:01:32.146,2023-02-21T07:28:42.266
124,unified_resource,Reject application,2023-02-21T07:23:16.162,2023-02-21T07:33:16.162
122,unified_resource,Assess loan risk,2023-02-21T07:21:53.607,2023-02-21T07:41:53.607
123,unified_resource,Assess loan risk,2023-02-21T07:24:01.069,2023-02-21T07:44:01.069
127,unified_resource,Check application form completeness,2023-02-21T07:30:00.000,2023-02-21T07:45:23.500
127,unified_resource,Check credit history,2023-02-21T07:45:23.500,2023-02-21T07:49:36.132
123,unified_resource,Reject application,2023-02-21T07:44:01.069,2023-02-21T07:54:01.069
128,unified_resource,Check application form completeness,2023-02-21T08:00:00.000,2023-02-21T08:00:20.457
128,unified_resource,Return application back to applicant,2023-02-21T08:00:20.457,2023-02-21T08:05:20.457
126,unified_resource,AML check,2023-02-21T07:21:53.607,2023-02-21T08:09:56.252
127,unified_resource,Appraise property,2023-02-21T07:45:23.500,2023-02-21T08:16:53.573
122,unified_resource,Design loan offer,2023-02-21T07:41:53.607,2023-02-21T08:18:01.121
125,unified_resource,AML check,2023-02-21T07:02:55.445,2023-02-21T08:24:23.328
127,unified_resource,AML check,2023-02-21T08:09:56.252,2023-02-21T08:28:53.099
126,unified_resource,Assess loan risk,2023-02-21T08:09:56.252,2023-02-21T08:29:56.252
122,unified_resource,Approve loan offer,2023-02-21T08:18:01.121,2023-02-21T08:38:01.121
126,unified_resource,Reject application,2023-02-21T08:29:56.252,2023-02-21T08:39:56.252
122,unified_resource,Cancel application,2023-02-21T08:38:01.121,2023-02-21T08:43:01.121
125,unified_resource,Assess loan risk,2023-02-21T08:24:23.328,2023-02-21T08:44:23.328
127,unified_resource,Assess loan risk,2023-02-21T08:28:53.099,2023-02-21T08:48:53.099
125,unified_resource,Design loan offer,2023-02-21T08:44:23.328,2023-02-21T08:56:16.762
127,unified_resource,Design loan offer,2023-02-21T08:48:53.099,2023-02-21T08:58:17.082
128,unified_resource,Applicant completes form,2023-02-21T08:05:20.457,2023-02-21T09:05:20.457
130,unified_resource,Check application form completeness,2023-02-21T09:00:00.000,2023-02-21T09:11:19.372
128,unified_resource,Check application form completeness,2023-02-21T09:05:20.457,2023-02-21T09:11:52.192
125,unified_resource,Approve loan offer,2023-02-21T08:56:16.762,2023-02-21T09:16:16.762
127,unified_resource,Approve loan offer,2023-02-21T08:58:17.082,2023-02-21T09:18:17.082
128,unified_resource,Appraise property,2023-02-21T09:11:52.192,2023-02-21T09:18:17.336
125,unified_resource,Cancel application,2023-02-21T09:16:16.762,2023-02-21T09:21:16.762
127,unified_resource,Approve application,2023-02-21T09:18:17.082,2023-02-21T09:23:17.082
130,unified_resource,Appraise property,2023-02-21T09:11:19.372,2023-02-21T09:24:59.654
128,unified_resource,Check credit history,2023-02-21T09:11:52.192,2023-02-21T09:25:12.168
130,unified_resource,AML check,2023-02-21T09:11:19.372,2023-02-21T09:32:08.028
131,unified_resource,Check application form completeness,2023-02-21T09:30:00.000,2023-02-21T09:37:14.221
131,unified_resource,Check credit history,2023-02-21T09:37:14.221,2023-02-21T09:39:08.894
128,unified_resource,AML check,2023-02-21T09:11:52.192,2023-02-21T09:44:17.333
132,unified_resource,Check application form completeness,2023-02-21T10:00:00.000,2023-02-21T10:01:21.814
131,unified_resource,Appraise property,2023-02-21T09:37:14.221,2023-02-21T10:02:36.528
130,unified_resource,Check credit history,2023-02-21T09:11:19.372,2023-02-21T10:04:08.434
128,unified_resource,Assess loan risk,2023-02-21T09:44:17.333,2023-02-21T10:04:17.333
131,unified_resource,AML check,2023-02-21T09:37:14.221,2023-02-21T10:10:37.193
128,unified_resource,Reject application,2023-02-21T10:04:17.333,2023-02-21T10:14:17.333
132,unified_resource,AML check,2023-02-21T10:01:21.814,2023-02-21T10:19:37.424
130,unified_resource,Assess loan risk,2023-02-21T10:04:08.434,2023-02-21T10:24:08.434
130,unified_resource,Design loan offer,2023-02-21T10:24:08.434,2023-02-21T10:27:22.481
131,unified_resource,Assess loan risk,2023-02-21T10:10:37.193,2023-02-21T10:30:37.193
129,unified_resource,Check application form completeness,2023-02-21T08:30:00.000,2023-02-21T10:31:55.068
131,unified_resource,Design loan offer,2023-02-21T10:30:37.193,2023-02-21T10:35:20.969
129,unified_resource,Appraise property,2023-02-21T10:31:55.068,2023-02-21T10:38:19.179
129,unified_resource,Check credit history,2023-02-21T10:31:55.068,2023-02-21T10:40:33.459
129,unified_resource,AML check,2023-02-21T10:31:55.068,2023-02-21T10:46:02.312
130,unified_resource,Approve loan offer,2023-02-21T10:27:22.481,2023-02-21T10:47:22.481
132,unified_resource,Check credit history,2023-02-21T10:01:21.814,2023-02-21T10:49:28.173
130,unified_resource,Approve application,2023-02-21T10:47:22.481,2023-02-21T10:52:22.481
131,unified_resource,Approve loan offer,2023-02-21T10:35:20.969,2023-02-21T10:55:20.969
131,unified_resource,Approve application,2023-02-21T10:55:20.969,2023-02-21T11:00:20.969
132,unified_resource,Appraise property,2023-02-21T10:01:21.814,2023-02-21T11:01:58.188
129,unified_resource,Assess loan risk,2023-02-21T10:46:02.312,2023-02-21T11:06:02.312
133,unified_resource,Check application form completeness,2023-02-21T10:30:00.000,2023-02-21T11:08:36.497
129,unified_resource,Design loan offer,2023-02-21T11:06:02.312,2023-02-21T11:17:08.542
134,unified_resource,Check application form completeness,2023-02-21T11:00:00.000,2023-02-21T11:20:38.597
132,unified_resource,Assess loan risk,2023-02-21T11:01:58.188,2023-02-21T11:21:58.188
133,unified_resource,Check credit history,2023-02-21T11:08:36.497,2023-02-21T11:24:19.040
132,unified_resource,Design loan offer,2023-02-21T11:21:58.188,2023-02-21T11:29:09.610
133,unified_resource,Appraise property,2023-02-21T11:08:36.497,2023-02-21T11:30:15.879
134,unified_resource,AML check,2023-02-21T11:20:38.597,2023-02-21T11:36:39.334
129,unified_resource,Approve loan offer,2023-02-21T11:17:08.542,2023-02-21T11:37:08.542
129,unified_resource,Cancel application,2023-02-21T11:37:08.542,2023-02-21T11:42:08.542
134,unified_resource,Check credit history,2023-02-21T11:20:38.597,2023-02-21T11:46:46.169
132,unified_resource,Approve loan offer,2023-02-21T11:29:09.610,2023-02-21T11:49:09.610
132,unified_resource,Cancel application,2023-02-21T11:49:09.610,2023-02-21T11:54:09.610
134,unified_resource,Appraise property,2023-02-21T11:20:38.597,2023-02-21T11:54:11.106
133,unified_resource,AML check,2023-02-21T11:08:36.497,2023-02-21T12:11:20.750
134,unified_resource,Assess loan risk,2023-02-21T11:54:11.106,2023-02-21T12:14:11.106
136,unified_resource,Check application form completeness,2023-02-21T12:00:00.000,2023-02-21T12:22:54.929
134,unified_resource,Reject application,2023-02-21T12:14:11.106,2023-02-21T12:24:11.106
133,unified_resource,Assess loan risk,2023-02-21T12:11:20.750,2023-02-21T12:31:20.750
137,unified_resource,Check application form completeness,2023-02-21T12:30:00.000,2023-02-21T12:34:10.252
137,unified_resource,Appraise property,2023-02-21T12:34:10.252,2023-02-21T12:38:30.227
133,unified_resource,Design loan offer,2023-02-21T12:31:20.750,2023-02-21T12:44:08.900
